Hospital_ID,Hospital_Name,City,Latitude,Longitude,Item_Name,Category,Quantity_Available,Minimum_Required,Status,Expiry_Date
HOSP-1203,Coimbatore Medical College,Coimbatore,11.0168,76.9558,N95 Masks,PPE,43,300,CRITICAL,2026-07-23
HOSP-1204,Madurai Medical College,Madurai,9.9252,78.1198,Paracetamol IV,Medicine,668,200,Normal,2027-03-09
HOSP-1205,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Paracetamol IV,Medicine,371,200,Normal,2027-10-17
HOSP-1206,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Blood Bag (O+ Positive),Blood Bank,39,20,Normal,2026-10-26
HOSP-1207,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Surgical Gloves (Sterile),Consumables,17,500,CRITICAL,2026-03-18
HOSP-1208,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,N95 Masks,PPE,804,300,Normal,2027-10-21
HOSP-1209,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,518,150,Normal,2026-07-20
HOSP-1210,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,251,100,Normal,2026-05-02
HOSP-1211,Madurai Medical College,Madurai,9.9252,78.1198,Oxygen Cylinder (B-Type),Respiratory,192,50,Normal,2027-06-26
HOSP-1212,Salem Govt Hospital,Salem,11.6643,78.146,Paracetamol IV,Medicine,444,200,Normal,2026-03-23
HOSP-1213,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,957,300,Normal,2027-03-20
HOSP-1214,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Remdesivir Injection,Medicine,353,100,Normal,2027-03-08
HOSP-1215,Thanjavur Medical College,Thanjavur,10.787,79.1378,Surgical Gloves (Sterile),Consumables,1672,500,Normal,2026-12-03
HOSP-1216,Thanjavur Medical College,Thanjavur,10.787,79.1378,Surgical Gloves (Sterile),Consumables,213,500,CRITICAL,2025-12-27
HOSP-1217,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,165,150,Normal,2026-04-10
HOSP-1218,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,N95 Masks,PPE,334,300,Normal,2027-11-06
HOSP-1219,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,255,150,Normal,2026-11-14
HOSP-1220,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,273,150,Normal,2026-10-20
HOSP-1221,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,15,100,CRITICAL,2027-06-20
HOSP-1222,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,199,50,Normal,2027-09-18
HOSP-1223,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Blood Bag (O+ Positive),Blood Bank,37,20,Normal,2027-01-05
HOSP-1224,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,405,150,Normal,2026-03-02
HOSP-1225,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,N95 Masks,PPE,903,300,Normal,2026-08-30
HOSP-1226,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Surgical Gloves (Sterile),Consumables,2315,500,Normal,2026-11-24
HOSP-1227,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Insulin Vials,Medicine,690,150,Normal,2026-03-15
HOSP-1228,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,21,20,Normal,2027-03-23
HOSP-1229,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,80,20,Normal,2027-01-02
HOSP-1230,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,2344,500,Normal,2026-02-08
HOSP-1231,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,N95 Masks,PPE,414,300,Normal,2026-11-07
HOSP-1232,Thanjavur Medical College,Thanjavur,10.787,79.1378,N95 Masks,PPE,798,300,Normal,2027-05-12
HOSP-1233,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,20,15,Normal,2026-11-08
HOSP-1234,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,64,200,CRITICAL,2027-06-27
HOSP-1235,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,N95 Masks,PPE,621,300,Normal,2027-01-30
HOSP-1236,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,N95 Masks,PPE,609,300,Normal,2027-03-10
HOSP-1237,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Oxygen Cylinder (B-Type),Respiratory,54,50,Normal,2027-11-20
HOSP-1238,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Remdesivir Injection,Medicine,450,100,Normal,2027-05-12
HOSP-1239,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,2231,500,Normal,2026-06-30
HOSP-1240,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,220,150,Normal,2027-09-25
HOSP-1241,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Blood Bag (O+ Positive),Blood Bank,54,20,Normal,2026-07-04
HOSP-1242,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Blood Bag (O+ Positive),Blood Bank,23,20,Normal,2027-10-28
HOSP-1243,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,457,100,Normal,2026-04-05
HOSP-1244,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,211,50,Normal,2027-09-23
HOSP-1245,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,401,100,Normal,2026-08-15
HOSP-1246,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,1083,500,Normal,2025-12-31
HOSP-1247,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,1412,500,Normal,2027-10-01
HOSP-1248,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Blood Bag (O+ Positive),Blood Bank,80,20,Normal,2027-04-14
HOSP-1249,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Paracetamol IV,Medicine,722,200,Normal,2026-09-27
HOSP-1250,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,51,20,Normal,2026-10-13
HOSP-1251,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Oxygen Cylinder (B-Type),Respiratory,246,50,Normal,2027-09-10
HOSP-1252,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,94,20,Normal,2026-01-16
HOSP-1253,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Oxygen Cylinder (B-Type),Respiratory,70,50,Normal,2026-05-08
HOSP-1254,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,105,150,CRITICAL,2027-09-09
HOSP-1255,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,248,50,Normal,2027-09-06
HOSP-1256,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,52,20,Normal,2027-10-20
HOSP-1257,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Insulin Vials,Medicine,43,150,CRITICAL,2026-08-20
HOSP-1258,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Paracetamol IV,Medicine,820,200,Normal,2026-12-10
HOSP-1259,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,261,100,Normal,2027-10-15
HOSP-1260,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,544,150,Normal,2027-10-17
HOSP-1261,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,1801,500,Normal,2026-08-19
HOSP-1262,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,101,100,Normal,2026-04-10
HOSP-1263,Thanjavur Medical College,Thanjavur,10.787,79.1378,Insulin Vials,Medicine,432,150,Normal,2026-09-01
HOSP-1264,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,113,50,Normal,2026-08-07
HOSP-1265,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,65,20,Normal,2027-08-01
HOSP-1266,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,690,150,Normal,2026-06-10
HOSP-1267,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,616,200,Normal,2026-08-25
HOSP-1268,Salem Govt Hospital,Salem,11.6643,78.146,N95 Masks,PPE,1217,300,Normal,2026-06-09
HOSP-1269,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,888,200,Normal,2027-10-31
HOSP-1270,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,1118,300,Normal,2026-03-08
HOSP-1271,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,138,50,Normal,2026-08-19
HOSP-1272,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,5,20,CRITICAL,2025-12-31
HOSP-1273,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,3,100,CRITICAL,2026-11-14
HOSP-1274,Salem Govt Hospital,Salem,11.6643,78.146,Paracetamol IV,Medicine,368,200,Normal,2027-08-12
HOSP-1275,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,1203,500,Normal,2026-03-18
HOSP-1276,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Blood Bag (O+ Positive),Blood Bank,4,20,CRITICAL,2026-08-27
HOSP-1277,Salem Govt Hospital,Salem,11.6643,78.146,Surgical Gloves (Sterile),Consumables,291,500,CRITICAL,2027-09-27
HOSP-1278,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Surgical Gloves (Sterile),Consumables,2394,500,Normal,2027-10-31
HOSP-1279,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,598,200,Normal,2027-03-06
HOSP-1280,Thanjavur Medical College,Thanjavur,10.787,79.1378,N95 Masks,PPE,997,300,Normal,2027-05-21
HOSP-1281,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,13,50,CRITICAL,2025-12-31
HOSP-1282,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,748,200,Normal,2027-11-15
HOSP-1283,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Paracetamol IV,Medicine,145,200,CRITICAL,2027-01-08
HOSP-1284,Thanjavur Medical College,Thanjavur,10.787,79.1378,Ventilator Circuit,Equipment,66,15,Normal,2027-03-29
HOSP-1285,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,137,50,Normal,2026-08-06
HOSP-1286,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,49,20,Normal,2027-07-13
HOSP-1287,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,303,200,Normal,2027-07-02
HOSP-1288,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,322,150,Normal,2026-01-02
HOSP-1289,Thanjavur Medical College,Thanjavur,10.787,79.1378,Insulin Vials,Medicine,591,150,Normal,2026-10-11
HOSP-1290,Thanjavur Medical College,Thanjavur,10.787,79.1378,Remdesivir Injection,Medicine,288,100,Normal,2026-07-13
HOSP-1291,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Ventilator Circuit,Equipment,17,15,Normal,2026-03-05
HOSP-1292,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,30,20,Normal,2026-10-27
HOSP-1293,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,N95 Masks,PPE,947,300,Normal,2026-02-12
HOSP-1294,Salem Govt Hospital,Salem,11.6643,78.146,Paracetamol IV,Medicine,805,200,Normal,2026-07-12
HOSP-1295,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,519,500,Normal,2026-06-28
HOSP-1296,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Paracetamol IV,Medicine,972,200,Normal,2027-11-21
HOSP-1297,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,233,50,Normal,2026-02-20
HOSP-1298,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,64,20,Normal,2027-10-02
HOSP-1299,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,N95 Masks,PPE,985,300,Normal,2026-04-13
HOSP-1300,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Remdesivir Injection,Medicine,443,100,Normal,2026-06-28
HOSP-1301,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,477,500,CRITICAL,2027-11-14
HOSP-1302,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Oxygen Cylinder (B-Type),Respiratory,68,50,Normal,2027-07-25
HOSP-1303,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,110,50,Normal,2026-07-24
HOSP-1304,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,1029,300,Normal,2026-12-28
HOSP-1305,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Surgical Gloves (Sterile),Consumables,1111,500,Normal,2026-09-09
HOSP-1306,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Blood Bag (O+ Positive),Blood Bank,13,20,CRITICAL,2027-06-07
HOSP-1307,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Remdesivir Injection,Medicine,269,100,Normal,2026-12-01
HOSP-1308,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,N95 Masks,PPE,1399,300,Normal,2026-12-11
HOSP-1309,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,1031,300,Normal,2026-01-11
HOSP-1310,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,81,20,Normal,2026-05-01
HOSP-1311,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,324,100,Normal,2027-03-22
HOSP-1312,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Paracetamol IV,Medicine,141,200,CRITICAL,2026-06-08
HOSP-1313,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,210,100,Normal,2027-06-06
HOSP-1314,Thanjavur Medical College,Thanjavur,10.787,79.1378,N95 Masks,PPE,463,300,Normal,2027-07-24
HOSP-1315,Salem Govt Hospital,Salem,11.6643,78.146,Insulin Vials,Medicine,457,150,Normal,2027-08-09
HOSP-1316,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Surgical Gloves (Sterile),Consumables,1550,500,Normal,2025-12-27
HOSP-1317,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,93,50,Normal,2027-07-26
HOSP-1318,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,579,150,Normal,2026-07-02
HOSP-1319,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,N95 Masks,PPE,1150,300,Normal,2027-03-20
HOSP-1320,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Paracetamol IV,Medicine,970,200,Normal,2026-08-02
HOSP-1321,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Remdesivir Injection,Medicine,361,100,Normal,2026-03-17
HOSP-1322,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,111,150,CRITICAL,2025-12-29
HOSP-1323,Thanjavur Medical College,Thanjavur,10.787,79.1378,Blood Bag (O+ Positive),Blood Bank,73,20,Normal,2026-07-03
HOSP-1324,Thanjavur Medical College,Thanjavur,10.787,79.1378,Oxygen Cylinder (B-Type),Respiratory,122,50,Normal,2026-03-22
HOSP-1325,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,345,150,Normal,2026-03-10
HOSP-1326,Madurai Medical College,Madurai,9.9252,78.1198,Ventilator Circuit,Equipment,20,15,Normal,2026-01-05
HOSP-1327,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,60,15,Normal,2027-06-25
HOSP-1328,Salem Govt Hospital,Salem,11.6643,78.146,Surgical Gloves (Sterile),Consumables,1050,500,Normal,2026-02-26
HOSP-1329,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,188,50,Normal,2026-12-08
HOSP-1330,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,99,50,Normal,2026-04-03
HOSP-1331,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,181,50,Normal,2027-05-27
HOSP-1332,Thanjavur Medical College,Thanjavur,10.787,79.1378,Remdesivir Injection,Medicine,445,100,Normal,2027-06-27
HOSP-1333,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,201,50,Normal,2027-08-06
HOSP-1334,Thanjavur Medical College,Thanjavur,10.787,79.1378,N95 Masks,PPE,843,300,Normal,2026-03-17
HOSP-1335,Thanjavur Medical College,Thanjavur,10.787,79.1378,Ventilator Circuit,Equipment,67,15,Normal,2026-06-04
HOSP-1336,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,93,20,Normal,2027-02-02
HOSP-1337,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Remdesivir Injection,Medicine,231,100,Normal,2027-11-19
HOSP-1338,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,722,300,Normal,2026-01-01
HOSP-1339,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,812,200,Normal,2026-04-10
HOSP-1340,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,147,200,CRITICAL,2026-11-15
HOSP-1341,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Remdesivir Injection,Medicine,369,100,Normal,2026-04-09
HOSP-1342,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,146,50,Normal,2026-03-30
HOSP-1343,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,8,20,CRITICAL,2027-11-04
HOSP-1344,Madurai Medical College,Madurai,9.9252,78.1198,Surgical Gloves (Sterile),Consumables,2182,500,Normal,2027-01-01
HOSP-1345,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,N95 Masks,PPE,103,300,CRITICAL,2025-12-30
HOSP-1346,Salem Govt Hospital,Salem,11.6643,78.146,Ventilator Circuit,Equipment,7,15,CRITICAL,2027-01-24
HOSP-1347,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Surgical Gloves (Sterile),Consumables,1018,500,Normal,2027-09-09
HOSP-1348,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Oxygen Cylinder (B-Type),Respiratory,157,50,Normal,2026-09-05
HOSP-1349,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,N95 Masks,PPE,849,300,Normal,2026-08-12
HOSP-1350,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,734,150,Normal,2026-10-10
HOSP-1351,Madurai Medical College,Madurai,9.9252,78.1198,Paracetamol IV,Medicine,225,200,Normal,2026-12-30
HOSP-1352,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,176,150,Normal,2027-06-20
HOSP-1353,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Insulin Vials,Medicine,659,150,Normal,2026-10-24
HOSP-1354,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Remdesivir Injection,Medicine,255,100,Normal,2027-11-04
HOSP-1355,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Surgical Gloves (Sterile),Consumables,1076,500,Normal,2027-01-25
HOSP-1356,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,77,100,CRITICAL,2026-07-22
HOSP-1357,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,139,50,Normal,2026-01-07
HOSP-1358,Salem Govt Hospital,Salem,11.6643,78.146,Ventilator Circuit,Equipment,21,15,Normal,2026-04-26
HOSP-1359,Salem Govt Hospital,Salem,11.6643,78.146,Blood Bag (O+ Positive),Blood Bank,47,20,Normal,2026-09-21
HOSP-1360,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,125,50,Normal,2026-07-23
HOSP-1361,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Oxygen Cylinder (B-Type),Respiratory,158,50,Normal,2027-05-28
HOSP-1362,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Remdesivir Injection,Medicine,263,100,Normal,2027-03-31
HOSP-1363,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Oxygen Cylinder (B-Type),Respiratory,52,50,Normal,2027-03-24
HOSP-1364,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,N95 Masks,PPE,901,300,Normal,2027-01-06
HOSP-1365,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Surgical Gloves (Sterile),Consumables,829,500,Normal,2026-12-31
HOSP-1366,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,1396,500,Normal,2027-10-05
HOSP-1367,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Remdesivir Injection,Medicine,288,100,Normal,2027-03-15
HOSP-1368,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,689,500,Normal,2026-03-03
HOSP-1369,Thanjavur Medical College,Thanjavur,10.787,79.1378,Ventilator Circuit,Equipment,3,15,CRITICAL,2027-03-02
HOSP-1370,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Remdesivir Injection,Medicine,144,100,Normal,2026-09-09
HOSP-1371,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Ventilator Circuit,Equipment,22,15,Normal,2027-07-05
HOSP-1372,Madurai Medical College,Madurai,9.9252,78.1198,Oxygen Cylinder (B-Type),Respiratory,242,50,Normal,2026-02-08
HOSP-1373,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Oxygen Cylinder (B-Type),Respiratory,68,50,Normal,2026-03-18
HOSP-1374,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Blood Bag (O+ Positive),Blood Bank,38,20,Normal,2026-09-21
HOSP-1375,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,360,150,Normal,2026-05-31
HOSP-1376,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,222,50,Normal,2026-11-14
HOSP-1377,Thanjavur Medical College,Thanjavur,10.787,79.1378,Paracetamol IV,Medicine,716,200,Normal,2026-07-23
HOSP-1378,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Paracetamol IV,Medicine,715,200,Normal,2026-10-01
HOSP-1379,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,671,150,Normal,2025-12-29
HOSP-1380,Thanjavur Medical College,Thanjavur,10.787,79.1378,Insulin Vials,Medicine,446,150,Normal,2027-08-04
HOSP-1381,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Remdesivir Injection,Medicine,488,100,Normal,2027-02-06
HOSP-1382,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Insulin Vials,Medicine,577,150,Normal,2026-08-23
HOSP-1383,Madurai Medical College,Madurai,9.9252,78.1198,Blood Bag (O+ Positive),Blood Bank,27,20,Normal,2027-05-12
HOSP-1384,Rajiv Gandhi Govt General Hospital,Chennai,13.0827,80.2707,Blood Bag (O+ Positive),Blood Bank,97,20,Normal,2026-10-06
HOSP-1385,Madurai Medical College,Madurai,9.9252,78.1198,Remdesivir Injection,Medicine,366,100,Normal,2026-11-03
HOSP-1386,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Surgical Gloves (Sterile),Consumables,1670,500,Normal,2026-09-01
HOSP-1387,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Oxygen Cylinder (B-Type),Respiratory,79,50,Normal,2027-06-09
HOSP-1388,Madurai Medical College,Madurai,9.9252,78.1198,Insulin Vials,Medicine,556,150,Normal,2026-09-10
HOSP-1389,Thanjavur Medical College,Thanjavur,10.787,79.1378,Surgical Gloves (Sterile),Consumables,820,500,Normal,2026-06-10
HOSP-1390,Salem Govt Hospital,Salem,11.6643,78.146,Surgical Gloves (Sterile),Consumables,2219,500,Normal,2026-11-21
HOSP-1391,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Ventilator Circuit,Equipment,52,15,Normal,2027-10-02
HOSP-1392,Madurai Medical College,Madurai,9.9252,78.1198,Paracetamol IV,Medicine,530,200,Normal,2026-02-26
HOSP-1393,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Blood Bag (O+ Positive),Blood Bank,35,20,Normal,2026-03-14
HOSP-1394,Thanjavur Medical College,Thanjavur,10.787,79.1378,Insulin Vials,Medicine,329,150,Normal,2026-11-13
HOSP-1395,Salem Govt Hospital,Salem,11.6643,78.146,Remdesivir Injection,Medicine,244,100,Normal,2026-08-01
HOSP-1396,Tirunelveli Medical College,Tirunelveli,8.7139,77.7567,Ventilator Circuit,Equipment,9,15,CRITICAL,2026-07-14
HOSP-1397,Madurai Medical College,Madurai,9.9252,78.1198,Paracetamol IV,Medicine,423,200,Normal,2027-05-02
HOSP-1398,Govt Hospital Srivilliputhur,Srivilliputhur,9.5105,77.633,Blood Bag (O+ Positive),Blood Bank,46,20,Normal,2026-05-10
HOSP-1399,Salem Govt Hospital,Salem,11.6643,78.146,Remdesivir Injection,Medicine,457,100,Normal,2027-11-09
HOSP-1400,Salem Govt Hospital,Salem,11.6643,78.146,Oxygen Cylinder (B-Type),Respiratory,243,50,Normal,2026-12-07
HOSP-1401,Salem Govt Hospital,Salem,11.6643,78.146,Blood Bag (O+ Positive),Blood Bank,39,20,Normal,2027-09-13
HOSP-1402,Apollo Speciality Hospitals,Trichy,10.7905,78.7047,Insulin Vials,Medicine,323,150,Normal,2026-07-26
HOSP-1403,Coimbatore Medical College,Coimbatore,11.0168,76.9558,Paracetamol IV,Medicine,819,200,Normal,2027-11-18
